,X,target
9410,Finally reached ann's school. Crazy. Photoshoot got canceled. How to shoot when only 2 host are present? ,0
9411,still sad. didnt get to see 17 again today ,0
9412,"aww, ellie fears the wicked bad thunderstorm!  sad, but cute.",0
9413,is taking a break from reading BIO!  ,0
9414,wait. it is my understanding that stuff is going down and i was not invited. as usual. WHY. AM I BORING OR SOMETHING? ,0
9415,Salmon is only good in nigiri sushi. What a disgusting way to find out. ,0
9416,"My former Edu/Phil prof, teacher of Critical Thinking has 2ndary liver cancer: announced her Reiki Master quals. I want to shoot myself. ",0
9417,"is very, VERY tired  . . .yet, still looking forward to spending my saturday with mumsy!! ",0
9418,@fushujing Yes! I am beginning to like it here man! And the friends I have made are amazing. Seriously. We are all going home soon. ,0
9419,@rebelchicnyc I HAVE NO MORE YOGI TEA!!!!!   girl I done lost my mind out there!!  I have a solution tho I'll get right back on track,0
9420,"@SparksKincade it's good, Ken. Sorry, I still don't really get this whole twitter thing and didn't know you responded to me ",0
9421,Just had half of my medical tests done today for going to China. . ... Not a fun experience. ,0
9422,"CANUCKS 2-0 SERIES, THE &quot;BLUES&quot; ARE FEELING THE BLUE  HAHAHAHA!!!!",0
9423,"@Hennartonline I am not kidding  they use your ID and slide it on the register, the ID check is automatic, but we cant get the vote right",0
9424,Alone  The silence and the dark make a bad combination. Eeek. Helpp.,0
9425,youtube is down.. i feel like something is missing from my possession ,0
9426,I hate this live feed. They need a Texas C-SPAN. ,0
9427,Just woke up.. It's 12:49pm here in the Philippines! SO HOT! I'm sweating as hell! ,0
9428,us girls always know. Unfortunatly.  ,0
9429,@ohfosholb  stay awake girl! partylife,0
9430,My arm huuuurts  My pooor vain   ,0
9431,@MCRmuffin yiu are who i want right now  youy make me feel okay!,0
9432,Just got a ticket in the mail. Boo ,0
9433,@melissamoog I am dying to visit! Unfortunately not happening until the economy picks up...for me ,0
9434,"feels bad for my dad, he's got a fractured rib   Ouch!",0
9435,fucking myspace!! Let me check my new comments nowwwwwww ,0
9436,"cant stay up any later, although im missing my show. ",0
9437,@dirty_snowflake Wow really?? that's crazy! I swear I knew what that was since I was like 14... how sad of me ,0
9438,u guys really need to have another concert in toronto for the day before or the day after like honestly who wants to sit far back ,0
9439,@Venus00 at riot room waiting for the hot wife of fohp's guitar player ,0
9440,@KimKardashian Kim!! That's so bad for your skin..  The sun is a lot stronger in Mexico... it can turn any skin red. Still beautiful tho,0
9441,"im lonely  keep me company! 22 female, Sioux Falls - South Dakota",0
9442,"my body is really hating me today. cut my knee, cut my elbow, cut my toe nail. all bleeding. plus tons of lifting and  moving... ",0
9443,Going to sleep-migraine  but The Rez was great! Have fun all you Rez Twitterers! Drive home safe!,0
9444,Y do I always end up havin to wait for hrs on end for a certain someone to show up ,0
9445,Oh lookey: Nash Bridges ,0
9446,"Had a fun night, although I couldn't help but be worried about poor little Logan. ",0
9447,"the girls are finally sleeping... &amp; even though it's early, i hope to be sleeping soon as well! CEC may not happen tomo.. lani is sick. ",0
9448,@lukepasqualino 2010?? That's a long time from now.  have you guys started filming? I'm way too excited for series 4!,0
9449,@LucasCruikshank aww i forgot it's tomorrow!!!!  i was going to go but i completely FORGOT! I'm so sad now ((((,0
9450,"watching b play video games.  oh well, its his birthday.  looove him. and fracking tired. lacking enough sleep to get through a full day. ",0
9451,i just got hit in the face by a piece of hail.... ,0
9452,what a lame Friday!! I need a vacation ,0
9453,@DJ_Reeves it killed too many of my brain cells ,0
9454,Morrissey is done  waiting for paul mccartney.,0
9455,@iuwii is it true you cant play DS games on the DSi? that would suck ,0
9456,"@msz_ara Naah im juss playin .. aha i just cant put one person on there becus thas unfair to everybody else , then ppl gonna hate me ",0
9457,@yogesh_s working tomorrow so couch time!!!  shae....blotch on my friday night career!!! sigh!!! shit happens unless u r constipated!,0
9458,There's nothing like the smell of a fresh cat deuce while playing #wow dang litterbox. ,0
9459,@NeonicBandit I got pudgy ,0
9460,@jeffreyeas Silver. ,0
9461,wishing i could get tickets to the Johnny reid concert on the 24th....no luck though only upperbowl left ,0
9462,left work early tonight because I am sick. ,0
9463,forgot about surry hills fest  but managed to go to the ever exciting &quot;HOLROYD FEST&quot; in MERRYLANDS --- WOOOOO! *does merrylands gang sign*,0
9464,just got home from work sooo tired..i miss my baby ,0
9465,"my baby boo, love of my lfe, best friend evar is finally tweeting.  or twatting.    @victoriazombie",0
9466,I created a folder called 'To Be Sorted' for random files that needs to be sorted. Now I've got 146 files in the folder. FAIL ,0
9467,misses Delfin E. Deloria III.  http://plurk.com/p/os7qv,0
9468,"It's 1 am. I keep wanting this more and more. I really need to go to sleep, I'm getting to caught up ",0
9469,"@czarthp You wouldn't like it here, I went to bar and ppl were READING...  They were all smelly hippies ",0
9470,my party was totally lame because hardly anyone came. I feel unloved. ,0
9471,Whatching Prison Break  sad only four mor episodes,0
9472,@GreyEyes   heartburn sucks!,0
9473,i had no one to play with me at the park today  hopefully tomorrow isn't so lonely when i attempt to play basketball...,0
9474,Omg worst party ever!!! I just wasted 20 dollars!!! It's takes me a month to work for that!!! ,0
9475,"my baby boo, love of my life, best friend evar is finally tweeting. or twatting.  @victoriazombie",0
9476,"Wont go back to KFC for a while.  Where KFC failed is: I ordered my usual fave, but their guy suggested the &quot;special&quot; instead. Not yum ...",0
9477,I want one. ,0
9478,"I was going to watch the end of the Mariners game (I have a thing for Kenji Jojima), but it's over already ",0
9479,@LaTruce huhuhuhu  i wish i was with you guys... having chickfila... boo school ruins EVERYTHING!!!!!,0
9480,is catching up on his tv shows while getting ready to work this whole weekend ,0
9481,Painfully hungry...  Bring my appetizers plz.,0
9482,"@fairminder Audi A6, fender gone, insurance claims it was a $3000 damage,  and the Merc I hit even more ",0
9483,@HaileyATL her mom always finds something to say to make her not go.. im sure she will if not umm.. idk ,0
9484,Broken gas gauge + mechanic driving my bus = thought I had more gas.  @mattbratcher and @briantruong had to push it to the station.,0
9485,"Boys in the bath, then off to bed!  Can't wait for Bloomin' Fest tomorrow...hoping the weather is good!  Looks bad for Sunday ",0
9486,3 beautiful women here.  all taken. grr. lol,0
9487,"@APHood we may have voting power, but the lobbyist for the banks have the money power. And politicians ALWAYS usually go for the money! ",0
9488,"@perezhilton I'm so sad u feel that way!  I hope u meet him afterwards, he's totally awesome and nice",0
9489,I REALLY REALLY miss U bryan!!  ...,0
9490,It's really cold backstage tonight.  WTF?!?  ,0
9491,I am in a cul de sac ,0
9492,@ddlovato I just saw your tour dates and now I am sad..You come to houston two days before I get home from vacation ,0
9493,"@heidimontag if your BEST friend in the WHOLE WORLD died in a sudden car crash, what would you say to her parents?  that just happened 2me",0
9494,"Still no electricity, two days now dangit. PG&amp;E has missed the appointment we had ",0
9495,So bored.  Need something to do on a Friday night.  ,0
9496,arghhhh cant get a picture on ,0
9497,@Sn0wrose He's leaving us (SC) and moving to Cali today. ,0
9498,feels she wasted her day off. ,0
9499,@Tyrese4ReaL Missed u today..no words of inspiration or deep questions  ...hope to hear more from u 2morrow,0
9500,"@taracuda yes, I've had twitter unfollow 1 person so far.  They finally fixed it, but now she hasn't posted for a few days.  bummer ",0
9501,@TramJonas the jb haters need to get a life and stop trash talking about them. ,0
9502, I've been cheating on Twitter w/ WORK!!!! Money over Bitches!!! Hahaha,0
9503,@MadAudMe Did you delete your facebook?  ,0
9504,"@kamilahmarshall sorry for your loss, lady.  xo",0
9505,@VibratingOptimi sorry 2 hear that  Perk Up buttercup!,0
9506,I want a hair wrap. Someone do one for me pleaaaase ,0
9507,6.30am wake up (5.30am uk time) ouch! Off to catch the eurostar back to london ,0
9508,upset stomach  [$eanyBushk!ll],0
9509,"@mattedge To be honest im leaning more towards the 650 at the moment. I just dont need that massive pulling power, nor that price tag ",0
9510,@AmandaPursell sorry bout your luck ,0
9511,Yay! It seems I'm still working in La Quinta this coming week ,0
9512,I'm really sad ,0
9513,Dont wanna go to work in the morning  got soo much other stuff to do! Blahh. Good night,0
9514,"Boys in the bath, then off to bed! Can't wait for Bloomin' Fest tomorrow...hoping the weather is good! Looks bad for Sunday ",0
9515,"@AcidInk haah is it? i havent seen it  really sad, id love to. i mean, it LOOKS amazing ",0
9516,"Officially sick.  Green Tea, Golden Seal, Echinacea and zinc = very good. Nyquill and sleeping in = awesome.",0
9517,i feel like writing on tumblr but i don't have a laptop ,0
9518,"Missing my hubby, home alone ",0
9519,girls no naughty things for me tonite.. i can not be a tigress  since hubby fell a sleep on the couch b/c of boredom,0
9520,Rehearsal at 8:15 tomorrow. ,0
9521,Well now i really just want to go home ,0
9522,on washighton ext watching drag races! intense life i live. doug lives june 10th ,0
9523,Last night at my last ASP ,0
9524,no fall out boy tomorrow ,0
9525,just got home from work...work again tomorrow morning.  shower then bed now...,0
9526,"@katluvsdmb don't worry, I grabbed a branch halfway down. there're just no hand holds to grab to climb back up. ",0
9527,finally home. watching @danecook on kimmel and going to bed (sans chihuahua  ),0
9528,2 episodes away from being caught up...  ,0
9529,spring break is almost over_  but  at the same time about it,0
9530,OMG  the saddest thing just happened! so most people might think its realy wierd but i think its soooooo sweet! anyone that knows me.....,0
9531,Sprained ankle...... Hollies house with a shot ton of people...... ,0
9532,@billbeckett a couple of sad faces...   =[  or  =(  or    or  :[  or probly many more (Y),0
9533,@stasia15 ....i just got real sad ,0
9534,T_T hungry. but too lazy to get up. ,0
9535,Omg tennesse is another kansas!  ugh. Six more hours left! *Marz*,0
9536,@zshoup you really have no idea.  i have this great city and no one to destroy it with ,0
9537,IPL Starts early in morning... will miss my first match. ,0
9538,"Just had a VNS implanted which didn't help and had it turned off. $36,000 attempt to help her...failed. ",0
9539,"@vdvl Hey!  How did he tell you that it went?  He forgot to tell me where it was gonna be held, and I missed it ",0
9540,@ditchcat you're welcome! now what would baudrillard do. ,0
9541,"So much pain  Haha. God, Kayla, we're stupid.",0
9542,@jeckyl25 &amp; FYI...that suuucckkks! (bout the carrrr) ,0
9543,@theVIPERroom ahhh i was just there sunday night! ,0
9544,waiting for India to hit the stage...I can't believe I left my camera  oh well having fun with my mom and bro,0
9545,Watchin A Scanner Darkly... Sneezin up a storm ,0
9546,$3 for coors light.  not a good deal!,0
9547,dang my neck hurts so baddd i want to cry   *:+peace +:*,0
9548,@lauren42 hope Yall have fun without me tomorrow. Im so jealous and mad i cant go. ,0
9549,been out all day looking for something new to wear for Birthday next week with absolutley no luck ,0
9550,I am teary eyed I want my firefly back. Wish river would have contributed to the documentary but it was amazing. I'm super sad now ,0
9551,@djbolt  lol sorry haha I thought a try a hot Bath didn't work... still awake and I am so hating on u and ur ability to sleep ,0
9552,back to the grind on monday...depressing ,0
9553,"@greggrunberg Now I'm wanting to dig out the dvd and make sure, but it's 6am and I should head to bed...tough decisions ",0
9554,Some one asked me if I was a carnie tonight on the sky train ,0
